source,target,edge_type,weight
team:Sweden,match_73,team_match,0.509
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.641
sponsor:Budweiser,match_73,sponsor_match_exposure,3.571
team:Brazil,match_74,team_match,0.473
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_74,sponsor_match_exposure,3.77
team:Spain,match_75,team_match,0.491
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.668
sponsor:Budweiser,match_75,sponsor_match_exposure,3.627
team:Austria,match_76,team_match,0.403
sponsor:McDonald's,team:Austria,sponsor_team_panel,0.447
sponsor:McDonald's,match_76,sponsor_match_exposure,3.331
team:Brazil,match_77,team_match,0.5
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_77,sponsor_match_exposure,3.792
team:Czechoslovakia,match_78,team_match,0.339
sponsor:Visa,team:Czechoslovakia,sponsor_team_panel,0.706
sponsor:Visa,match_78,sponsor_match_exposure,3.229
team:France,match_79,team_match,0.445
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.501
sponsor:Qatar Airways,match_79,sponsor_match_exposure,3.378
team:Belgium,match_80,team_match,0.667
sponsor:Visa,team:Belgium,sponsor_team_panel,0.655
sponsor:Visa,match_80,sponsor_match_exposure,3.66
team:Germany,match_81,team_match,0.638
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.711
sponsor:Coca-Cola,match_81,sponsor_match_exposure,4.005
team:Hungary,match_82,team_match,0.596
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.767
sponsor:Adidas,match_82,sponsor_match_exposure,3.813
team:Switzerland,match_83,team_match,0.44
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.74
sponsor:Adidas,match_83,sponsor_match_exposure,3.454
team:Austria,match_84,team_match,0.407
sponsor:McDonald's,team:Austria,sponsor_team_panel,0.447
sponsor:McDonald's,match_84,sponsor_match_exposure,3.252
team:Brazil,match_85,team_match,0.449
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_85,sponsor_match_exposure,3.654
team:France,match_86,team_match,0.517
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.501
sponsor:Qatar Airways,match_86,sponsor_match_exposure,3.474
team:Scotland,match_87,team_match,0.522
sponsor:Budweiser,team:Scotland,sponsor_team_panel,0.637
sponsor:Budweiser,match_87,sponsor_match_exposure,3.467
team:Belgium,match_88,team_match,0.631
sponsor:Visa,team:Belgium,sponsor_team_panel,0.655
sponsor:Visa,match_88,sponsor_match_exposure,3.6
team:Germany,match_89,team_match,0.715
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.711
sponsor:Coca-Cola,match_89,sponsor_match_exposure,4.099
team:South Korea,match_90,team_match,0.407
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.5
sponsor:McDonald's,match_90,sponsor_match_exposure,3.081
team:Switzerland,match_91,team_match,0.434
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.74
sponsor:Adidas,match_91,sponsor_match_exposure,3.511
team:Germany,match_92,team_match,0.672
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.711
sponsor:Coca-Cola,match_92,sponsor_match_exposure,4.059
team:Switzerland,match_93,team_match,0.464
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.74
sponsor:Adidas,match_93,sponsor_match_exposure,3.528
team:England,match_94,team_match,0.567
sponsor:McDonald's,team:England,sponsor_team_panel,0.426
sponsor:McDonald's,match_94,sponsor_match_exposure,3.471
team:Switzerland,match_95,team_match,0.592
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.74
sponsor:Adidas,match_95,sponsor_match_exposure,3.771
team:Brazil,match_96,team_match,0.552
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_96,sponsor_match_exposure,3.851
team:Germany,match_97,team_match,0.576
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.711
sponsor:Coca-Cola,match_97,sponsor_match_exposure,3.883
team:Austria,match_98,team_match,0.437
sponsor:McDonald's,team:Austria,sponsor_team_panel,0.447
sponsor:McDonald's,match_98,sponsor_match_exposure,3.281
team:Hungary,match_99,team_match,0.464
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.767
sponsor:Adidas,match_99,sponsor_match_exposure,3.517
team:Austria,match_100,team_match,0.398
sponsor:McDonald's,team:Austria,sponsor_team_panel,0.447
sponsor:McDonald's,match_100,sponsor_match_exposure,3.224
team:Germany,match_101,team_match,0.599
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.711
sponsor:Coca-Cola,match_101,sponsor_match_exposure,3.896
team:Argentina,match_102,team_match,0.55
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.75
sponsor:Hyundai,match_102,sponsor_match_exposure,3.727
team:Austria,match_103,team_match,0.408
sponsor:McDonald's,team:Austria,sponsor_team_panel,0.447
sponsor:McDonald's,match_103,sponsor_match_exposure,3.203
team:Czechoslovakia,match_104,team_match,0.362
sponsor:Visa,team:Czechoslovakia,sponsor_team_panel,0.706
sponsor:Visa,match_104,sponsor_match_exposure,3.323
team:England,match_105,team_match,0.54
sponsor:McDonald's,team:England,sponsor_team_panel,0.426
sponsor:McDonald's,match_105,sponsor_match_exposure,3.394
team:France,match_106,team_match,0.617
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.501
sponsor:Qatar Airways,match_106,sponsor_match_exposure,3.681
team:Hungary,match_107,team_match,0.449
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.767
sponsor:Adidas,match_107,sponsor_match_exposure,3.569
team:Scotland,match_108,team_match,0.464
sponsor:Budweiser,team:Scotland,sponsor_team_panel,0.637
sponsor:Budweiser,match_108,sponsor_match_exposure,3.386
team:Sweden,match_109,team_match,0.518
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.641
sponsor:Budweiser,match_109,sponsor_match_exposure,3.659
team:Argentina,match_110,team_match,0.566
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.75
sponsor:Hyundai,match_110,sponsor_match_exposure,3.851
team:Austria,match_111,team_match,0.388
sponsor:McDonald's,team:Austria,sponsor_team_panel,0.447
sponsor:McDonald's,match_111,sponsor_match_exposure,3.256
team:Brazil,match_112,team_match,0.446
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_112,sponsor_match_exposure,3.678
team:Czechoslovakia,match_113,team_match,0.382
sponsor:Visa,team:Czechoslovakia,sponsor_team_panel,0.706
sponsor:Visa,match_113,sponsor_match_exposure,3.299
team:France,match_114,team_match,0.544
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.501
sponsor:Qatar Airways,match_114,sponsor_match_exposure,3.558
team:Mexico,match_115,team_match,0.509
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.701
sponsor:Hyundai,match_115,sponsor_match_exposure,3.57
team:Paraguay,match_116,team_match,0.378
sponsor:Hyundai,team:Paraguay,sponsor_team_panel,0.66
sponsor:Hyundai,match_116,sponsor_match_exposure,3.589
team:Sweden,match_117,team_match,0.54
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.641
sponsor:Budweiser,match_117,sponsor_match_exposure,3.707
team:Argentina,match_118,team_match,0.56
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.75
sponsor:Hyundai,match_118,sponsor_match_exposure,3.788
team:Austria,match_119,team_match,0.418
sponsor:McDonald's,team:Austria,sponsor_team_panel,0.447
sponsor:McDonald's,match_119,sponsor_match_exposure,3.318
team:Brazil,match_120,team_match,0.481
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_120,sponsor_match_exposure,3.73
team:France,match_121,team_match,0.49
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.501
sponsor:Qatar Airways,match_121,sponsor_match_exposure,3.475
team:Germany,match_122,team_match,0.659
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.711
sponsor:Coca-Cola,match_122,sponsor_match_exposure,4.085
team:Hungary,match_123,team_match,0.46
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.767
sponsor:Adidas,match_123,sponsor_match_exposure,3.577
team:Paraguay,match_124,team_match,0.389
sponsor:Hyundai,team:Paraguay,sponsor_team_panel,0.66
sponsor:Hyundai,match_124,sponsor_match_exposure,3.53
team:Sweden,match_125,team_match,0.469
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.641
sponsor:Budweiser,match_125,sponsor_match_exposure,3.647
team:Czechoslovakia,match_126,team_match,0.355
sponsor:Visa,team:Czechoslovakia,sponsor_team_panel,0.706
sponsor:Visa,match_126,sponsor_match_exposure,3.315
team:England,match_127,team_match,0.476
sponsor:McDonald's,team:England,sponsor_team_panel,0.426
sponsor:McDonald's,match_127,sponsor_match_exposure,3.276
team:Hungary,match_128,team_match,0.462
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.767
sponsor:Adidas,match_128,sponsor_match_exposure,3.578
team:Brazil,match_129,team_match,0.458
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_129,sponsor_match_exposure,3.745
team:France,match_130,team_match,0.504
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.501
sponsor:Qatar Airways,match_130,sponsor_match_exposure,3.462
team:Germany,match_131,team_match,0.579
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.711
sponsor:Coca-Cola,match_131,sponsor_match_exposure,3.895
team:Sweden,match_132,team_match,0.523
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.641
sponsor:Budweiser,match_132,sponsor_match_exposure,3.678
team:Brazil,match_133,team_match,0.573
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_133,sponsor_match_exposure,3.862
team:Sweden,match_134,team_match,0.527
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.641
sponsor:Budweiser,match_134,sponsor_match_exposure,3.663
team:France,match_135,team_match,0.592
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.501
sponsor:Qatar Airways,match_135,sponsor_match_exposure,3.584
team:Sweden,match_136,team_match,0.569
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.641
sponsor:Budweiser,match_136,sponsor_match_exposure,3.762
team:Argentina,match_137,team_match,0.488
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.75
sponsor:Hyundai,match_137,sponsor_match_exposure,3.717
team:Brazil,match_138,team_match,0.479
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_138,sponsor_match_exposure,3.743
team:Chile,match_139,team_match,0.464
sponsor:Hisense,team:Chile,sponsor_team_panel,0.824
sponsor:Hisense,match_139,sponsor_match_exposure,3.996
team:Colombia,match_140,team_match,0.235
sponsor:Vivo,team:Colombia,sponsor_team_panel,0.39
sponsor:Vivo,match_140,sponsor_match_exposure,3.18
team:Czechoslovakia,match_141,team_match,0.339
sponsor:Visa,team:Czechoslovakia,sponsor_team_panel,0.706
sponsor:Visa,match_141,sponsor_match_exposure,3.266
team:England,match_142,team_match,0.531
sponsor:McDonald's,team:England,sponsor_team_panel,0.426
sponsor:McDonald's,match_142,sponsor_match_exposure,3.368
team:Germany,match_143,team_match,0.556
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.711
sponsor:Coca-Cola,match_143,sponsor_match_exposure,3.841
team:Russia,match_144,team_match,0.514
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.662
sponsor:Hyundai,match_144,sponsor_match_exposure,3.778
team:Argentina,match_145,team_match,0.539
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.75
sponsor:Hyundai,match_145,sponsor_match_exposure,3.733
team:Brazil,match_146,team_match,0.464
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_146,sponsor_match_exposure,3.731
team:Chile,match_147,team_match,0.445
sponsor:Hisense,team:Chile,sponsor_team_panel,0.824
sponsor:Hisense,match_147,sponsor_match_exposure,3.933
team:Uruguay,match_148,team_match,0.573
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.435
sponsor:Vivo,match_148,sponsor_match_exposure,3.444
team:Bulgaria,match_149,team_match,0.375
sponsor:Hisense,team:Bulgaria,sponsor_team_panel,0.911
sponsor:Hisense,match_149,sponsor_match_exposure,3.422
team:Colombia,match_150,team_match,0.346
sponsor:Vivo,team:Colombia,sponsor_team_panel,0.39
sponsor:Vivo,match_150,sponsor_match_exposure,3.369
team:Germany,match_151,team_match,0.607
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.711
sponsor:Coca-Cola,match_151,sponsor_match_exposure,3.942
team:Mexico,match_152,team_match,0.48
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.701
sponsor:Hyundai,match_152,sponsor_match_exposure,3.381
team:Argentina,match_153,team_match,0.479
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.75
sponsor:Hyundai,match_153,sponsor_match_exposure,3.674
team:Brazil,match_154,team_match,0.492
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_154,sponsor_match_exposure,3.711
team:Chile,match_155,team_match,0.43
sponsor:Hisense,team:Chile,sponsor_team_panel,0.824
sponsor:Hisense,match_155,sponsor_match_exposure,3.866
team:Russia,match_156,team_match,0.49
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.662
sponsor:Hyundai,match_156,sponsor_match_exposure,3.705
team:Bulgaria,match_157,team_match,0.234
sponsor:Hisense,team:Bulgaria,sponsor_team_panel,0.911
sponsor:Hisense,match_157,sponsor_match_exposure,3.187
team:Colombia,match_158,team_match,0.288
sponsor:Vivo,team:Colombia,sponsor_team_panel,0.39
sponsor:Vivo,match_158,sponsor_match_exposure,3.26
team:Czechoslovakia,match_159,team_match,0.427
sponsor:Visa,team:Czechoslovakia,sponsor_team_panel,0.706
sponsor:Visa,match_159,sponsor_match_exposure,3.414
team:Italy,match_160,team_match,0.297
sponsor:Visa,team:Italy,sponsor_team_panel,0.741
sponsor:Visa,match_160,sponsor_match_exposure,3.325
team:Brazil,match_161,team_match,0.53
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_161,sponsor_match_exposure,3.786
team:Chile,match_162,team_match,0.443
sponsor:Hisense,team:Chile,sponsor_team_panel,0.824
sponsor:Hisense,match_162,sponsor_match_exposure,3.935
team:Czechoslovakia,match_163,team_match,0.352
sponsor:Visa,team:Czechoslovakia,sponsor_team_panel,0.706
sponsor:Visa,match_163,sponsor_match_exposure,3.275
team:Germany,match_164,team_match,0.561
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.711
sponsor:Coca-Cola,match_164,sponsor_match_exposure,3.885
team:Chile,match_165,team_match,0.517
sponsor:Hisense,team:Chile,sponsor_team_panel,0.824
sponsor:Hisense,match_165,sponsor_match_exposure,4.039
team:Czechoslovakia,match_166,team_match,0.395
sponsor:Visa,team:Czechoslovakia,sponsor_team_panel,0.706
sponsor:Visa,match_166,sponsor_match_exposure,3.358
team:Chile,match_167,team_match,0.44
sponsor:Hisense,team:Chile,sponsor_team_panel,0.824
sponsor:Hisense,match_167,sponsor_match_exposure,3.976
team:Brazil,match_168,team_match,0.521
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_168,sponsor_match_exposure,3.814
team:England,match_169,team_match,0.482
sponsor:McDonald's,team:England,sponsor_team_panel,0.426
sponsor:McDonald's,match_169,sponsor_match_exposure,3.34
team:Brazil,match_170,team_match,0.487
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_170,sponsor_match_exposure,3.76
team:Germany,match_171,team_match,0.65
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.711
sponsor:Coca-Cola,match_171,sponsor_match_exposure,4.018
team:North Korea,match_172,team_match,0.276
sponsor:Adidas,team:North Korea,sponsor_team_panel,0.659
sponsor:Adidas,match_172,sponsor_match_exposure,3.287
team:Argentina,match_173,team_match,0.547
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.75
sponsor:Hyundai,match_173,sponsor_match_exposure,3.799
team:Chile,match_174,team_match,0.498
sponsor:Hisense,team:Chile,sponsor_team_panel,0.824
sponsor:Hisense,match_174,sponsor_match_exposure,3.942
team:France,match_175,team_match,0.531
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.501
sponsor:Qatar Airways,match_175,sponsor_match_exposure,3.526
team:Hungary,match_176,team_match,0.478
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.767
sponsor:Adidas,match_176,sponsor_match_exposure,3.531
team:Brazil,match_177,team_match,0.531
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_177,sponsor_match_exposure,3.788
team:Chile,match_178,team_match,0.459
sponsor:Hisense,team:Chile,sponsor_team_panel,0.824
sponsor:Hisense,match_178,sponsor_match_exposure,3.957
team:France,match_179,team_match,0.509
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.501
sponsor:Qatar Airways,match_179,sponsor_match_exposure,3.477
team:Spain,match_180,team_match,0.558
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.668
sponsor:Budweiser,match_180,sponsor_match_exposure,3.792
team:Argentina,match_181,team_match,0.499
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.75
sponsor:Hyundai,match_181,sponsor_match_exposure,3.646
team:Bulgaria,match_182,team_match,0.31
sponsor:Hisense,team:Bulgaria,sponsor_team_panel,0.911
sponsor:Hisense,match_182,sponsor_match_exposure,3.289
team:England,match_183,team_match,0.534
sponsor:McDonald's,team:England,sponsor_team_panel,0.426
sponsor:McDonald's,match_183,sponsor_match_exposure,3.471
team:Italy,match_184,team_match,0.319
sponsor:Visa,team:Italy,sponsor_team_panel,0.741
sponsor:Visa,match_184,sponsor_match_exposure,3.385
team:Argentina,match_185,team_match,0.529
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.75
sponsor:Hyundai,match_185,sponsor_match_exposure,3.782
team:Brazil,match_186,team_match,0.534
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.774
sponsor:Adidas,match_186,sponsor_match_exposure,3.79
team:Italy,match_187,team_match,0.314
sponsor:Visa,team:Italy,sponsor_team_panel,0.741
sponsor:Visa,match_187,sponsor_match_exposure,3.453
team:Mexico,match_188,team_match,0.493
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.701
sponsor:Hyundai,match_188,sponsor_match_exposure,3.456
team:Bulgaria,match_189,team_match,0.317
sponsor:Hisense,team:Bulgaria,sponsor_team_panel,0.911
sponsor:Hisense,match_189,sponsor_match_exposure,3.325
team:Chile,match_190,team_match,0.468
sponsor:Hisense,team:Chile,sponsor_team_panel,0.824
sponsor:Hisense,match_190,sponsor_match_exposure,3.909
team:England,match_191,team_match,0.525
sponsor:McDonald's,team:England,sponsor_team_panel,0.426
sponsor:McDonald's,match_191,sponsor_match_exposure,3.443
team:Germany,match_192,team_match,0.619
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.711
sponsor:Coca-Cola,match_192,sponsor_match_exposure,3.984
team:England,match_193,team_match,0.49
sponsor:McDonald's,team:England,sponsor_team_panel,0.426
sponsor:McDonald's,match_193,sponsor_match_exposure,3.329
team:Germany,match_194,team_match,0.608
